date,valeur,mot_cle
2020-03-01,19,gpu
2020-04-01,23,gpu
2020-05-01,23,gpu
2020-06-01,20,gpu
2020-07-01,19,gpu
2020-08-01,19,gpu
2020-09-01,24,gpu
2020-10-01,20,gpu
2020-11-01,25,gpu
2020-12-01,25,gpu
2021-01-01,28,gpu
2021-02-01,26,gpu
2021-03-01,24,gpu
2021-04-01,24,gpu
2021-05-01,21,gpu
2021-06-01,20,gpu
2021-07-01,19,gpu
2021-08-01,20,gpu
2021-09-01,22,gpu
2021-10-01,24,gpu
2021-11-01,25,gpu
2021-12-01,25,gpu
2022-01-01,30,gpu
2022-02-01,31,gpu
2022-03-01,30,gpu
2022-04-01,29,gpu
2022-05-01,25,gpu
2022-06-01,32,gpu
2022-07-01,25,gpu
2022-08-01,24,gpu
2022-09-01,27,gpu
2022-10-01,29,gpu
2022-11-01,33,gpu
2022-12-01,28,gpu
2023-01-01,29,gpu
2023-02-01,33,gpu
2023-03-01,28,gpu
2023-04-01,28,gpu
2023-05-01,28,gpu
2023-06-01,30,gpu
2023-07-01,29,gpu
2023-08-01,32,gpu
2023-09-01,32,gpu
2023-10-01,30,gpu
2023-11-01,36,gpu
2023-12-01,33,gpu
2024-01-01,36,gpu
2024-02-01,38,gpu
2024-03-01,36,gpu
2024-04-01,35,gpu
2024-05-01,32,gpu
2024-06-01,33,gpu
2024-07-01,30,gpu
2024-08-01,34,gpu
2024-09-01,38,gpu
2024-10-01,40,gpu
2024-11-01,43,gpu
2024-12-01,38,gpu
2025-01-01,46,gpu
2025-02-01,46,gpu
2025-03-01,50,gpu
2025-04-01,39,gpu
2025-05-01,38,gpu
2025-06-01,41,gpu
2025-07-01,38,gpu
2025-08-01,41,gpu
2025-09-01,40,gpu
2025-10-01,40,gpu
2025-11-01,100,gpu
2025-12-01,100,gpu
2020-01-01,21,nvidia
2020-02-01,22,nvidia
2020-03-01,24,nvidia
2020-04-01,28,nvidia
2020-05-01,27,nvidia
2020-06-01,22,nvidia
2020-07-01,21,nvidia
2020-08-01,24,nvidia
2020-09-01,39,nvidia
2020-10-01,26,nvidia
2020-11-01,28,nvidia
2020-12-01,35,nvidia
2021-01-01,28,nvidia
2021-02-01,26,nvidia
2021-03-01,24,nvidia
2021-04-01,25,nvidia
2021-05-01,22,nvidia
2021-06-01,22,nvidia
2021-07-01,21,nvidia
2021-08-01,21,nvidia
2021-09-01,20,nvidia
2021-10-01,21,nvidia
2021-11-01,26,nvidia
2021-12-01,27,nvidia
2022-01-01,36,nvidia
2022-02-01,33,nvidia
2022-03-01,29,nvidia
2022-04-01,25,nvidia
2022-05-01,24,nvidia
2022-06-01,22,nvidia
2022-07-01,23,nvidia
2022-08-01,23,nvidia
2022-09-01,26,nvidia
2022-10-01,27,nvidia
2022-11-01,30,nvidia
2022-12-01,28,nvidia
2023-01-01,28,nvidia
2023-02-01,27,nvidia
2023-03-01,25,nvidia
2023-04-01,23,nvidia
2023-05-01,25,nvidia
2023-06-01,25,nvidia
2023-07-01,23,nvidia
2023-08-01,28,nvidia
2023-09-01,25,nvidia
2023-10-01,25,nvidia
2023-11-01,31,nvidia
2023-12-01,28,nvidia
2024-01-01,31,nvidia
2024-02-01,48,nvidia
2024-03-01,46,nvidia
2024-04-01,33,nvidia
2024-05-01,39,nvidia
2024-06-01,49,nvidia
2024-07-01,38,nvidia
2024-08-01,50,nvidia
2024-09-01,42,nvidia
2024-10-01,43,nvidia
2024-11-01,51,nvidia
2024-12-01,47,nvidia
2025-01-01,82,nvidia
2025-02-01,66,nvidia
2025-03-01,53,nvidia
2025-04-01,52,nvidia
2025-05-01,41,nvidia
2025-06-01,40,nvidia
2025-07-01,40,nvidia
2025-08-01,47,nvidia
2025-09-01,40,nvidia
2025-10-01,47,nvidia
2025-11-01,100,nvidia
2025-12-01,72,nvidia
2020-01-01,18,bitcoin
2020-02-01,22,bitcoin
2020-03-01,40,bitcoin
2020-04-01,29,bitcoin
2020-05-01,32,bitcoin
2020-06-01,17,bitcoin
2020-07-01,18,bitcoin
2020-08-01,23,bitcoin
2020-09-01,17,bitcoin
2020-10-01,18,bitcoin
2020-11-01,33,bitcoin
2020-12-01,42,bitcoin
2021-01-01,90,bitcoin
2021-02-01,100,bitcoin
2021-03-01,69,bitcoin
2021-04-01,64,bitcoin
2021-05-01,87,bitcoin
2021-06-01,57,bitcoin
2021-07-01,42,bitcoin
2021-08-01,46,bitcoin
2021-09-01,41,bitcoin
2021-10-01,48,bitcoin
2021-11-01,45,bitcoin
2021-12-01,46,bitcoin
2022-01-01,62,bitcoin
2022-02-01,53,bitcoin
2022-03-01,49,bitcoin
2022-04-01,37,bitcoin
2022-05-01,59,bitcoin
2022-06-01,69,bitcoin
2022-07-01,52,bitcoin
2022-08-01,43,bitcoin
2022-09-01,37,bitcoin
2022-10-01,29,bitcoin
2022-11-01,50,bitcoin
2022-12-01,30,bitcoin
2023-01-01,34,bitcoin
2023-02-01,30,bitcoin
2023-03-01,37,bitcoin
2023-04-01,32,bitcoin
2023-05-01,25,bitcoin
2023-06-01,25,bitcoin
2023-07-01,23,bitcoin
2023-08-01,26,bitcoin
2023-09-01,21,bitcoin
2023-10-01,25,bitcoin
2023-11-01,28,bitcoin
2023-12-01,34,bitcoin
2024-01-01,44,bitcoin
2024-02-01,40,bitcoin
2024-03-01,65,bitcoin
2024-04-01,46,bitcoin
2024-05-01,31,bitcoin
2024-06-01,26,bitcoin
2024-07-01,28,bitcoin
2024-08-01,33,bitcoin
2024-09-01,26,bitcoin
2024-10-01,27,bitcoin
2024-11-01,81,bitcoin
2024-12-01,69,bitcoin
2025-01-01,60,bitcoin
2025-02-01,53,bitcoin
2025-03-01,49,bitcoin
2025-04-01,44,bitcoin
2025-05-01,40,bitcoin
2025-06-01,31,bitcoin
2025-07-01,37,bitcoin
2025-08-01,38,bitcoin
2025-09-01,29,bitcoin
2025-10-01,46,bitcoin
2025-11-01,70,bitcoin
2025-12-01,54,bitcoin
2020-01-01,56,blockchain
2020-02-01,45,blockchain
2020-03-01,35,blockchain
2020-04-01,39,blockchain
2020-05-01,37,blockchain
2020-06-01,35,blockchain
2020-07-01,44,blockchain
2020-08-01,43,blockchain
2020-09-01,41,blockchain
2020-10-01,39,blockchain
2020-11-01,50,blockchain
2020-12-01,55,blockchain
2021-01-01,75,blockchain
2021-02-01,81,blockchain
2021-03-01,80,blockchain
2021-04-01,81,blockchain
2021-05-01,77,blockchain
2021-06-01,52,blockchain
2021-07-01,43,blockchain
2021-08-01,48,blockchain
2021-09-01,61,blockchain
2021-10-01,67,blockchain
2021-11-01,94,blockchain
2021-12-01,91,blockchain
2022-01-01,100,blockchain
2022-02-01,92,blockchain
2022-03-01,87,blockchain
2022-04-01,92,blockchain
2022-05-01,78,blockchain
2022-06-01,71,blockchain
2022-07-01,60,blockchain
2022-08-01,54,blockchain
2022-09-01,66,blockchain
2022-10-01,60,blockchain
2022-11-01,68,blockchain
2022-12-01,48,blockchain
2023-01-01,61,blockchain
2023-02-01,57,blockchain
2023-03-01,64,blockchain
2023-04-01,50,blockchain
2023-05-01,47,blockchain
2023-06-01,46,blockchain
2023-07-01,37,blockchain
2023-08-01,35,blockchain
2023-09-01,40,blockchain
2023-10-01,44,blockchain
2023-11-01,45,blockchain
2023-12-01,44,blockchain
2024-01-01,45,blockchain
2024-02-01,51,blockchain
2024-03-01,61,blockchain
2024-04-01,53,blockchain
2024-05-01,40,blockchain
2024-06-01,39,blockchain
2024-07-01,32,blockchain
2024-08-01,31,blockchain
2024-09-01,37,blockchain
2024-10-01,38,blockchain
2024-11-01,52,blockchain
2024-12-01,53,blockchain
2025-01-01,56,blockchain
2025-02-01,56,blockchain
2025-03-01,45,blockchain
2025-04-01,48,blockchain
2025-05-01,66,blockchain
2025-06-01,84,blockchain
2025-07-01,69,blockchain
2025-08-01,51,blockchain
2025-09-01,50,blockchain
2025-10-01,44,blockchain
2025-11-01,73,blockchain
2025-12-01,77,blockchain
2020-01-01,92,réalité virtuelle
2020-02-01,100,réalité virtuelle
2020-03-01,63,réalité virtuelle
2020-04-01,58,réalité virtuelle
2020-05-01,59,réalité virtuelle
2020-06-01,51,réalité virtuelle
2020-07-01,53,réalité virtuelle
2020-08-01,61,réalité virtuelle
2020-09-01,61,réalité virtuelle
2020-10-01,63,réalité virtuelle
2020-11-01,63,réalité virtuelle
2020-12-01,71,réalité virtuelle
2021-01-01,51,réalité virtuelle
2021-02-01,48,réalité virtuelle
2021-03-01,45,réalité virtuelle
2021-04-01,45,réalité virtuelle
2021-05-01,42,réalité virtuelle
2021-06-01,47,réalité virtuelle
2021-07-01,53,réalité virtuelle
2021-08-01,54,réalité virtuelle
2021-09-01,51,réalité virtuelle
2021-10-01,68,réalité virtuelle
2021-11-01,79,réalité virtuelle
2021-12-01,84,réalité virtuelle
2022-01-01,79,réalité virtuelle
2022-02-01,84,réalité virtuelle
2022-03-01,80,réalité virtuelle
2022-04-01,75,réalité virtuelle
2022-05-01,63,réalité virtuelle
2022-06-01,62,réalité virtuelle
2022-07-01,53,réalité virtuelle
2022-08-01,54,réalité virtuelle
2022-09-01,59,réalité virtuelle
2022-10-01,75,réalité virtuelle
2022-11-01,93,réalité virtuelle
2022-12-01,91,réalité virtuelle
2023-01-01,74,réalité virtuelle
2023-02-01,75,réalité virtuelle
2023-03-01,68,réalité virtuelle
2023-04-01,68,réalité virtuelle
2023-05-01,58,réalité virtuelle
2023-06-01,53,réalité virtuelle
2023-07-01,52,réalité virtuelle
2023-08-01,50,réalité virtuelle
2023-09-01,49,réalité virtuelle
2023-10-01,68,réalité virtuelle
2023-11-01,73,réalité virtuelle
2023-12-01,86,réalité virtuelle
2024-01-01,62,réalité virtuelle
2024-02-01,79,réalité virtuelle
2024-03-01,67,réalité virtuelle
2024-04-01,64,réalité virtuelle
2024-05-01,54,réalité virtuelle
2024-06-01,50,réalité virtuelle
2024-07-01,49,réalité virtuelle
2024-08-01,50,réalité virtuelle
2024-09-01,51,réalité virtuelle
2024-10-01,72,réalité virtuelle
2024-11-01,76,réalité virtuelle
2024-12-01,83,réalité virtuelle
2025-01-01,59,réalité virtuelle
2025-02-01,79,réalité virtuelle
2025-03-01,57,réalité virtuelle
2025-04-01,59,réalité virtuelle
2025-05-01,46,réalité virtuelle
2025-06-01,39,réalité virtuelle
2025-07-01,41,réalité virtuelle
2025-08-01,48,réalité virtuelle
2025-09-01,47,réalité virtuelle
2025-10-01,59,réalité virtuelle
2025-11-01,67,réalité virtuelle
2025-12-01,70,réalité virtuelle
2020-01-01,0,metaverse
2020-02-01,0,metaverse
2020-03-01,0,metaverse
2020-04-01,0,metaverse
2020-05-01,0,metaverse
2020-06-01,0,metaverse
2020-07-01,0,metaverse
2020-08-01,0,metaverse
2020-09-01,0,metaverse
2020-10-01,0,metaverse
2020-11-01,0,metaverse
2020-12-01,0,metaverse
2021-01-01,0,metaverse
2021-02-01,0,metaverse
2021-03-01,0,metaverse
2021-04-01,1,metaverse
2021-05-01,1,metaverse
2021-06-01,0,metaverse
2021-07-01,2,metaverse
2021-08-01,4,metaverse
2021-09-01,5,metaverse
2021-10-01,45,metaverse
2021-11-01,75,metaverse
2021-12-01,78,metaverse
2022-01-01,100,metaverse
2022-02-01,93,metaverse
2022-03-01,69,metaverse
2022-04-01,56,metaverse
2022-05-01,39,metaverse
2022-06-01,41,metaverse
2022-07-01,31,metaverse
2022-08-01,28,metaverse
2022-09-01,40,metaverse
2022-10-01,44,metaverse
2022-11-01,45,metaverse
2022-12-01,29,metaverse
2023-01-01,30,metaverse
2023-02-01,28,metaverse
2023-03-01,24,metaverse
2023-04-01,19,metaverse
2023-05-01,14,metaverse
2023-06-01,12,metaverse
2023-07-01,12,metaverse
2023-08-01,8,metaverse
2023-09-01,11,metaverse
2023-10-01,14,metaverse
2023-11-01,12,metaverse
2023-12-01,7,metaverse
2024-01-01,7,metaverse
2024-02-01,8,metaverse
2024-03-01,8,metaverse
2024-04-01,6,metaverse
2024-05-01,6,metaverse
2024-06-01,5,metaverse
2024-07-01,4,metaverse
2024-08-01,3,metaverse
2024-09-01,5,metaverse
2024-10-01,5,metaverse
2024-11-01,5,metaverse
2024-12-01,5,metaverse
2025-01-01,5,metaverse
2025-02-01,4,metaverse
2025-03-01,3,metaverse
2025-04-01,3,metaverse
2025-05-01,3,metaverse
2025-06-01,3,metaverse
2025-07-01,3,metaverse
2025-08-01,3,metaverse
2025-09-01,3,metaverse
2025-10-01,3,metaverse
2025-11-01,4,metaverse
2025-12-01,6,metaverse
